Name,Price,Discount,Rating,Offers,Capacity,Seller Name,Highlights,Services,Description
"SanDisk E61/1050 Mbs/Window,Mac OS,Android/Portable,Typ...","₹9,098",71% off,4.4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 13% off (price inclusive of cashback/coupon)","500 GB,1 TB,2 TB,4 TB",MTAILMODEECOM,"Portable Hard Drive,Capacity: 1 TB,Connectivity: USB 3.2,1 Port","5 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
ASOSS ENTERPRISES X 256 GB All in One PC's Internal Sol...,"₹1,465",70% off,4.3,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 6% off (price inclusive of cashback/coupon)",,Asoss Enterprises,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 256 GB,All in One PC's","5 YEARS,Cash on Delivery available,No Returns Applicable","A solid-state drive, or SSD, is a type of computer storage device. This non-volatile storage medium uses solid-state flash memory to store persistent data. Traditional hard disc drives (HDDs) are being replaced in computers by SSDs, which perform the same basic operations as a hard drive. SSDs, on the other hand, are substantially faster."
"SanDisk E61/1050 Mbs/Window,Mac OS,Android/Portable,Typ...","₹9,098",71% off,4.4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 13% off (price inclusive of cashback/coupon)","500 GB,1 TB,2 TB,4 TB",MTAILMODEECOM,"Portable Hard Drive,Capacity: 1 TB,Connectivity: USB 3.2,1 Port","5 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"SanDisk E61/1050 Mbs/Window,Mac OS,Android/Portable,Typ...","₹9,098",71% off,4.4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 13% off (price inclusive of cashback/coupon)","500 GB,1 TB,2 TB,4 TB",MTAILMODEECOM,"Portable Hard Drive,Capacity: 1 TB,Connectivity: USB 3.2,1 Port","5 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"Consistent SSD 512 GB All in One PC's, Desktop, Laptop,...","₹2,375",73% off,4.1,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 12% off (price inclusive of cashback/coupon)",,A1PRICEA1PRODUCTS,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 512 GB,All in One PC's, Desktop, Laptop, Network Attached Storage, Servers, Surveillance Systems","Cash on Delivery available,No Returns Applicable",LAPTOP FOR SSD SPEED WORKING
"SanDisk E61/1050 Mbs/Window,Mac OS,Android/Portable,Typ...","₹9,098",71% off,4.4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 13% off (price inclusive of cashback/coupon)","500 GB,1 TB,2 TB,4 TB",MTAILMODEECOM,"Portable Hard Drive,Capacity: 1 TB,Connectivity: USB 3.2,1 Port","5 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
Ant Esports Neo 512 GB All in One PC's Internal Solid S...,"₹2,465",58% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 39% off (price inclusive of cashback/coupon)",,RetailNet,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 512 GB,All in One PC's","Manufacturer Warranty,Cash on Delivery available,No Returns Applicable,GST invoice available",
MSI SPATIUM 1 TB Desktop Internal Solid State Drive (SS...,"₹10,499",12% off,5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 4% off (price inclusive of cashback/coupon)",,RetailNet,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 1 TB,Desktop","5 Years, or the coverage for the maximum TBW as stated, whichever comes first.,Cash on Delivery available,No Returns Applicable,GST invoice available",MSI SPATIUM M450 PCIe 4.0 NVMe M.2 1TB SSD
"Crucial P5 Plus 500 GB Laptop, Desktop Internal Solid S...","₹5,300",60% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 12% off (price inclusive of cashback/coupon)","500 GB,2 TB",MUDITINFOTECH,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 500 GB,Laptop, Desktop","Cash on Delivery available,No Returns Applicable",
ASOSS GROUP X 128 GB All in One PC's Internal Solid Sta...,₹975,75% off,4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 7% off (price inclusive of cashback/coupon)",,ASOSSGROUP,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 128 GB,All in One PC's","5 YEARS,Cash on Delivery available,No Returns Applicable","A solid-state drive, or SSD, is a type of computer storage device. This non-volatile storage medium uses solid-state flash memory to store persistent data. Traditional hard disc drives (HDDs) are being replaced in computers by SSDs, which perform the same basic operations as a hard drive. SSDs, on the other hand, are substantially faster."
microware M.2 NVMe 8 GB Laptop Internal Solid State Dri...,₹459,77% off,3.8,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 16% off (price inclusive of cashback/coupon)",,NewTechStore,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 8 GB,Laptop","Call Microware on 09867245665 (10 AM- 5 PM, Mondays through Saturdays) for setup/installation guidance.,Cash on Delivery available,No Returns Applicable",
"Crucial CT 2000 GB Laptop, Desktop Internal Solid State...","₹11,006",33% off,4.1,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 33% off (price inclusive of cashback/coupon)",,MPDSLERetail,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 2000 GB,Laptop, Desktop","3 Years Limited Warranty,Cash on Delivery available,No Returns Applicable,GST invoice available","Boot up faster. Load files quicker. Improve overall system responsiveness for all your computing needs.Our simple instructions, cloning software, and how-to videos make installation straightforward! Millions of people have upgraded with a Crucial SSD. Get questions answered by our expert support team. Read SSD articles, connect with other users on our forum, or chat live with one of our specialists.We back thousands of validation hours, dozens of qualification tests, and a heritage of award-winning SSDs with a 3-year limited warranty"
"SanDisk E61/1050 Mbs/Window,Mac OS,Android/Portable,Typ...","₹9,098",71% off,4.4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 13% off (price inclusive of cashback/coupon)","500 GB,1 TB,2 TB,4 TB",MTAILMODEECOM,"Portable Hard Drive,Capacity: 1 TB,Connectivity: USB 3.2,1 Port","5 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"SanDisk E61/1050 Mbs/Window,Mac OS,Android/Portable,Typ...","₹9,098",71% off,4.4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 13% off (price inclusive of cashback/coupon)","500 GB,1 TB,2 TB,4 TB",MTAILMODEECOM,"Portable Hard Drive,Capacity: 1 TB,Connectivity: USB 3.2,1 Port","5 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
Acer RE100 M.2 256 GB Laptop Internal Solid State Drive...,"₹2,499",47% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 4% off (price inclusive of cashback/coupon)",,MPDSLERetail,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 256 GB,Laptop","Cash on Delivery available,No Returns Applicable,GST invoice available",
Silicon Power SLC Cache Technology 128 GB Laptop Intern...,"₹1,200",59% off,3.9,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,PCCAREWORLD,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 128 GB,Laptop","Cash on Delivery available,No Returns Applicable",
"Haze 3.0 SSD(6GB/s) 120 GB All in One PC's, Desktop, La...","₹2,500",16% off,4.1,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,Tech-Solutions,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 120 GB,All in One PC's, Desktop, Laptop","3 YEAR WARRANTY BY SELLER,Cash on Delivery available,No Returns Applicable",
ADATA Ultimate 1 TB Laptop Internal Solid State Drive (...,"₹15,999",19% off,4.1,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 4% off (price inclusive of cashback/coupon)",,RetailNet,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 1 TB,Laptop","3 Years Warranty,Cash on Delivery available,No Returns Applicable,GST invoice available",
GEONIX SS1000 512 GB Laptop Internal Solid State Drive ...,"₹2,549",57% off,4.7,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 20% off (price inclusive of cashback/coupon)",,AshaEnterprisesTMP,"Type: SSD,Interface: mSATA,Form Factor: mSATA,Capacity: 512 GB,Laptop","Cash on Delivery available,No Returns Applicable",
"WESTERN DIGITAL WD Blue M.2 1 TB Desktop, Laptop Intern...","₹6,579",40% off,3.3,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*","250 GB,500 GB,1 TB",RetailNet,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 1 TB,Desktop, Laptop","5 Years Limited Warranty,Cash on Delivery available,No Returns Applicable,GST invoice available",
"Blue Feather Blue M.2 NVMe 256 GB Laptop, Desktop, All ...","₹1,799",55% off,4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 5% off (price inclusive of cashback/coupon)",,GoBlueFeather,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 256 GB,Laptop, Desktop, All in One PC's","1 Year,Cash on Delivery available,No Returns Applicable","Experience the power of speed, efficiency, and reliability with Blue Feather 256GB NVMe Solid State Drive (SSD). Crafted to redefine your computing journey, our NVMe SSD offers lightning-fast performance, seamless multitasking, and enhanced data security, empowering you to accomplish more in less time. High Capacity with enhanced reliability and superior performance for high-end computing Sequential read speeds up to 560 MB/s & Sequential write speeds up to 530 MB/s An industry-leading 1.75M hours mean time to failure(MTTF) with a 3-year warranty."
"Silicon Power ssd 128 GB Laptop, Desktop Internal Solid...","₹1,574",50% off,3.9,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,PCCAREWORLD,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 128 GB,Laptop, Desktop","Cash on Delivery available,No Returns Applicable",
"BRYT Eco SSD SATA III- 2.5 Inch 256 GB Desktop, Laptop ...","₹1,599",56% off,4.5,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,Brytindia42,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 256 GB,Desktop, Laptop","3 Year Warranty,Cash on Delivery available,No Returns Applicable",
"BRYT Pro SSD SATA III- 2.5 Inch 256 GB Desktop, Laptop ...","₹1,580",57% off,4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,Brytindia42,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 256 GB,Desktop, Laptop","5 Year Warranty,Cash on Delivery available,No Returns Applicable",
"Blue Feather Blue 128 GB Laptop, Desktop, All in One PC...","₹1,399",53% off,3.9,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 6% off (price inclusive of cashback/coupon)",,GoBlueFeather,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 128 GB,Laptop, Desktop, All in One PC's","5 Years,Cash on Delivery available,No Returns Applicable","Experience the power of speed, efficiency, and reliability with Blue Feather 128GB NVMe Solid State Drive (SSD). Crafted to redefine your computing journey, our NVMe SSD offers lightning-fast performance, seamless multitasking, and enhanced data security, empowering you to accomplish more in less time. High Capacity with enhanced reliability and superior performance for high-end computing Sequential read speeds up to 560 MB/s & Sequential write speeds up to 530 MB/s An industry-leading 1.75M hours mean time to failure(MTTF) with a 3-year warranty."
"BRYT M.2 2280 PCle Gen 3X2 SSD 128 GB Desktop, Laptop I...","₹1,099",47% off,4.1,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,Brytindia42,"Type: SSD,Interface: M.2,Form Factor: M.2,Capacity: 128 GB,Desktop, Laptop","3 Year Warranty,Cash on Delivery available,No Returns Applicable",
"Haze HAZESSD 240 GB Desktop, Laptop, All in One PC's, S...","₹3,500",12% off,4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,Tech-Solutions,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 240 GB,Desktop, Laptop, All in One PC's, Surveillance Systems","3 YEARS BY SELLER,Cash on Delivery available,No Returns Applicable",HAZE 240GB SSD SATA3.0 (6GB/S)
"STS TAB MSATA 16 GB All in One PC's, Desktop, Laptop, N...","₹2,595",42% off,4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 9% off (price inclusive of cashback/coupon)",,SUNDAR TECHNO SOLUTIONS,"Type: SSD,Interface: mSATA,Form Factor: mSATA,Capacity: 16 GB,All in One PC's, Desktop, Laptop, Network Attached Storage, Servers, Surveillance Systems","1 YEAR DOMESTIC WARRANTY,Cash on Delivery available,No Returns Applicable","MSATA 16GB , INDUTRIAL GRADE , INTERNAL SOLID SATE DRIVE (SSD)"
"BRYT Pro SSD SATA III- 2.5 Inch 128 GB Desktop, Laptop ...","₹1,160",44% off,4.1,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,Brytindia42,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 128 GB,Desktop, Laptop","Cash on Delivery available,No Returns Applicable",
"Blue Feather SATA 256 GB Laptop, Desktop, All in One PC...","₹1,669",46% off,4.1,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,GoBlueFeather,"Type: SSD,Interface: SATA III,Form Factor: 2.5 Inch,Capacity: 256 GB,Laptop, Desktop, All in One PC's","5 Years,Cash on Delivery available,No Returns Applicable","128 GB SSD is write cache is enabled, Low power consumption, Laptop, and Desktop. Boot up faster. Load files quicker. Improve overall system responsiveness
128 GB internal SSD for Standard and Gaming Desktop PCs/Laptops
Internal SSD Drive is More reliable and durable than an External hard drive. Get your entertainment, coursework, or games anywhere, on any device. Feel the freedom of huge storage and speedy transfers to laptops, smartphones, game consoles, and more."
ASOSS GROUP X 1000 GB All in One PC's Internal Solid St...,"₹4,589",42% off,4,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,ASOSSGROUP,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 1000 GB,All in One PC's","5 YEARS,Cash on Delivery available,वापसी नहीं होगी ","A solid-state drive, or SSD, is a type of computer storage device. This non-volatile storage medium uses solid-state flash memory to store persistent data. Traditional hard disc drives (HDDs) are being replaced in computers by SSDs, which perform the same basic operations as a hard drive. SSDs, on the other hand, are substantially faster."
TECH- Assemblers 3D NANO 120 GB Laptop Internal Solid S...,"₹1,499",62% off,4.1,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,AUSolution,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 120 GB,Laptop","Cash on Delivery available,No Returns Applicable",
Lexar NS100 1 TB Laptop Internal Solid State Drive (SSD...,"₹12,990",38% off,4.1,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,TimeLaps,"Type: SSD,Interface: SATA III,Form Factor: mSATA,Capacity: 1 TB,Laptop","Cash on Delivery available,No Returns Applicable",Faster performance and more reliable than traditional hard drives. Shock and vibration resistant with no moving parts
SAMSUNG 970 Evo Series - pcie nvme - M.2 Internal 250 G...,"₹7,500",34% off,4.6,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,MEGADEALS17,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 250 GB,Laptop, Desktop","5 Years Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair",
Seagate One Touch with up to 1030 Mb/s for Windows & Ma...,"₹12,999",53% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 35% off (price inclusive of cashback/coupon)","500 GB,1 TB,2 TB",MPDSLERetail,"Portable Hard Drive,Capacity: 2 TB,Connectivity: USB 3.0","3 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
"BRYT PCIe NVMe Gen 3x4 SSD 256 GB Desktop, Laptop Inter...","₹1,899",45% off,4.1,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Buy This Product and get ₹500 Off on Next AC Purchase*",,Brytindia42,"Type: SSD,Interface: PCIe NVMe,Form Factor: M.2,Capacity: 256 GB,Desktop, Laptop","3 Year Warranty,Cash on Delivery available,No Returns Applicable",
Seagate One Touch with up to 1030 Mb/s for Windows & Ma...,"₹14,999",45% off,4.2,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 25% off (price inclusive of cashback/coupon)",2 TB,MPDSLERetail,"Portable Hard Drive,Capacity: 2 TB,Connectivity: USB 3.0","3 Years Limited Warranty,Cash on Delivery available,7 Days Service Center Replacement/Repair,GST invoice available",
Simmtronics 128GB 2.5SATA SSD 6GB PER SECOND 128 GB All...,"₹1,139",67% off,3.6,"Bank Offer,10% off on Canara Bank Credit Card Transactions, up to ₹1,500 on orders of ₹5,000 and above,Bank Offer,Flat ₹1,000 off on OneCard Credit Card and Credit EMI Transactions on orders of ₹10,000 and above,Bank Offer,8% off on Yes Bank Credit Card EMI Transactions, up to ₹2,000 on orders of ₹10,000 and above,Special Price,Get extra 5% off (price inclusive of cashback/coupon)",,RKanhaInfotech,"Type: SSD,Interface: SATA,Form Factor: 2.5 Inch,Capacity: 128 GB,All in One PC's, Desktop, Laptop","Cash on Delivery available,No Returns Applicable",
